数据日期,用户编号,地址码,地区码,测量点名称,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,计量方式,综合倍率,供电单位
2015-03-22,="0147900426",58000(E290),="4201",计量:2774243,5,4.95,0.3,-10.65,5.4,-5.1,-6.6,1.65,-6,-11.85,2.85,7.05,10.35,-3.15,-3.9,-3,1.8,-3.6,-13.35,6.45,-0.75,-2.7,1.5,1.05,3.3,1250,高供高计,1500,东新营业班
2015-03-23,="0147900426",58000(E290),="4201",计量:2774243,1,77.55,76.5,78,81.6,70.8,63.75,56.1,66.6,75.9,204.9,270.15,260.25,229.35,195.9,252,257.4,282.45,260.55,139.2,125.7,123.75,92.25,80.25,74.1,1250,高供高计,1500,东新营业班
2015-03-23,="0147900426",58000(E290),="4201",计量:2774243,5,5.7,5.4,5.55,5.85,-0.9,-4.35,-7.05,-2.55,3.3,54.45,98.7,95.7,84.75,72.45,93,92.25,118.65,120.75,49.95,27.3,24.75,-1.95,-7.8,-14.7,1250,高供高计,1500,东新营业班
2015-03-24,="0147900426",58000(E290),="4201",计量:2774243,1,85.2,93.75,88.2,93.6,71.55,83.55,73.8,84.45,112.05,233.1,257.4,293.4,246,228.15,255,269.7,269.7,246.6,149.4,123,105.6,89.4,85.2,67.5,1250,高供高计,1500,东新营业班
2015-03-24,="0147900426",58000(E290),="4201",计量:2774243,5,-3.15,9.3,-1.2,12.75,-17.4,-4.05,-13.65,1.8,19.05,73.35,103.05,114.9,107.7,98.1,89.85,110.4,115.2,109.8,55.5,24.45,13.5,-1.35,0.15,-4.8,1250,高供高计,1500,东新营业班
2015-03-25,="0147900426",58000(E290),="4201",计量:2774243,1,66.9,95.7,80.25,79.95,82.8,65.1,63.9,79.05,84.15,262.35,288.75,266.1,252,211.35,289.95,330.15,250.2,239.55,140.7,118.5,94.5,84.45,78.9,58.05,1250,高供高计,1500,东新营业班
2015-03-25,="0147900426",58000(E290),="4201",计量:2774243,5,-1.2,1.8,5.55,6.45,3.9,-10.5,-4.35,0,-3,82.2,120.9,89.25,103.95,83.1,99,143.1,90.3,101.1,39.3,24.6,-1.35,-12.15,4.8,-12.75,1250,高供高计,1500,东新营业班
2015-03-26,="0147900426",58000(E290),="4201",计量:2774243,1,60.6,75.3,63.75,61.95,67.5,68.25,60.9,58.65,94.05,254.1,289.8,309,265.35,247.35,304.5,277.8,291.6,250.35,150.9,113.25,117.75,104.25,91.65,83.85,1250,高供高计,1500,东新营业班
2015-03-26,="0147900426",58000(E290),="4201",计量:2774243,5,-1.65,1.2,-6.15,4.65,-4.95,-11.85,-12.9,-11.7,4.8,106.05,132.75,151.5,115.65,111.6,128.1,109.95,139.5,110.85,65.7,23.55,22.35,24.15,14.55,6,1250,高供高计,1500,东新营业班
2015-03-27,="0147900426",58000(E290),="4201",计量:2774243,1,77.85,83.85,74.4,74.7,81.75,73.95,76.95,72.15,81.6,220.05,312.15,306.3,249.75,241.05,249.15,255.6,277.05,245.25,159.45,136.2,136.5,121.2,114.45,114.15,1250,高供高计,1500,东新营业班
2015-03-27,="0147900426",58000(E290),="4201",计量:2774243,5,3.75,10.35,2.7,3.9,11.1,-6.3,-7.8,-12.75,-3.3,57.15,141.3,137.4,97.35,92.4,85.2,111.6,120.6,114.15,72.15,38.7,41.25,32.1,23.85,28.65,1250,高供高计,1500,东新营业班
2015-03-28,="0147900426",58000(E290),="4201",计量:2774243,1,95.4,69.15,79.95,79.95,79.65,78.45,83.55,88.5,89.1,230.4,253.35,246.45,264.75,196.65,232.05,263.4,256.35,150.15,138.75,125.25,105.6,116.4,119.55,99.45,1250,高供高计,1500,东新营业班
2015-03-28,="0147900426",58000(E290),="4201",计量:2774243,5,11.1,-0.3,-4.95,5.7,4.05,3.15,4.2,12.9,-1.5,80.85,105.3,99.15,119.1,62.4,82.65,91.2,104.85,48,36.15,34.2,15.6,17.85,26.1,22.95,1250,高供高计,1500,东新营业班
2015-03-29,="0147900426",58000(E290),="4201",计量:2774243,1,104.1,117.45,103.2,104.1,113.1,109.65,97.65,107.4,103.8,106.95,130.95,126.75,119.1,105.9,115.65,107.85,102.15,108.3,91.05,100.95,97.95,88.95,76.65,89.7,1250,高供高计,1500,东新营业班
2015-03-29,="0147900426",58000(E290),="4201",计量:2774243,5,13.95,30.3,8.55,12.9,28.65,16.2,7.65,23.1,10.35,7.8,16.8,19.8,14.1,15.6,21.45,23.55,15.3,15.6,18,16.05,3.9,8.25,0.9,12.15,1250,高供高计,1500,东新营业班
2015-03-30,="0147900426",58000(E290),="4201",计量:2774243,1,95.85,97.05,103.35,85.5,84.9,90.6,90.6,91.65,98.4,210.6,282.45,298.5,271.5,235.95,264.45,272.4,265.05,260.7,168.3,176.7,122.4,105.15,95.7,76.5,1250,高供高计,1500,东新营业班
2015-03-30,="0147900426",58000(E290),="4201",计量:2774243,5,16.05,11.85,13.65,4.35,-4.5,0.6,1.05,1.05,9.45,82.35,120.15,125.4,119.7,105,119.55,119.25,114.45,118.8,73.95,65.25,32.55,10.95,7.5,0.75,1250,高供高计,1500,东新营业班
2015-03-31,="0147900426",58000(E290),="4201",计量:2774243,1,85.05,85.2,79.05,71.55,72.75,86.4,87.75,84,106.35,256.2,300.3,294.3,316.05,256.65,311.4,401.25,394.2,369.15,124.35,109.2,99.15,105,91.05,82.2,1250,高供高计,1500,东新营业班
2015-03-31,="0147900426",58000(E290),="4201",计量:2774243,5,7.05,6.15,6.3,0,0.45,9.15,10.95,8.85,2.85,97.65,124.2,122.7,155.85,113.25,146.25,191.1,185.7,186,35.85,7.65,-0.75,6.9,2.25,-5.85,1250,高供高计,1500,东新营业班
2015-04-01,="0147900426",58000(E290),="4201",计量:2774243,1,89.1,76.5,78.6,81.45,76.95,74.85,85.5,78,91.05,374.4,379.2,373.2,380.4,313.5,382.5,397.35,433.2,370.8,141.3,132.45,114.15,89.85,85.8,,1250,高供高计,1500,东新营业班
2015-04-01,="0147900426",58000(E290),="4201",计量:2774243,5,1.2,-10.05,-8.4,-3.45,-4.8,-7.35,-4.8,-5.55,4.8,196.65,203.7,183.15,196.5,138.3,179.85,177.45,228.6,189.45,42.45,34.2,21.15,10.05,14.1,,1250,高供高计,1500,东新营业班
2015-04-02,="0147900426",58000(E290),="4201",计量:2774243,1,75.75,72.45,75.6,81.75,74.4,79.65,82.65,85.8,96.9,258.3,319.8,319.95,303.3,246.15,270.6,296.85,326.7,273,194.25,159.9,164.4,159.6,90.45,80.55,1250,高供高计,1500,东新营业班
2015-04-02,="0147900426",58000(E290),="4201",计量:2774243,5,0,-0.3,0.75,8.1,0.9,-1.8,0,11.25,16.5,93.75,128.4,135.15,117.9,99.3,108,129,149.4,132.6,77.55,49.2,50.1,36.45,5.25,-2.85,1250,高供高计,1500,东新营业班
2015-04-03,="0147900426",58000(E290),="4201",计量:2774243,1,77.4,86.4,83.55,84.15,79.35,81.9,79.8,70.5,91.65,252.75,289.05,313.95,285.75,246.75,269.55,283.05,318.9,260.55,134.4,111.3,71.25,69.15,68.25,63.15,1250,高供高计,1500,东新营业班
2015-04-03,="0147900426",58000(E290),="4201",计量:2774243,5,-4.5,-0.75,-1.8,1.05,-3.9,-4.2,-9.15,-10.95,20.1,100.65,114.15,135.9,142.35,107.25,127.95,147.9,149.55,103.95,31.65,18.15,-11.1,-3.9,-4.2,9.45,1250,高供高计,1500,东新营业班
2015-04-04,="0147900426",58000(E290),="4201",计量:2774243,1,47.25,50.85,54.6,55.2,54.3,53.25,56.1,59.1,62.55,58.05,66.15,66.15,54.9,60.15,64.2,57,49.95,57.3,50.85,51.6,59.25,59.85,62.4,63.6,1250,高供高计,1500,东新营业班
2015-04-04,="0147900426",58000(E290),="4201",计量:2774243,5,-8.1,2.25,7.5,5.85,0.45,0.6,1.05,0.9,1.8,-1.05,1.35,0.75,-5.4,-4.35,12.45,-4.8,-4.35,4.5,-6,-4.95,7.8,-4.8,2.85,-1.35,1250,高供高计,1500,东新营业班
2015-04-05,="0147900426",58000(E290),="4201",计量:2774243,1,60.6,66.9,59.25,63.9,55.35,58.95,56.55,58.95,60,57,65.85,61.8,66.6,70.65,72.3,68.85,62.85,66.45,62.55,59.85,60.45,51,52.2,56.4,1250,高供高计,1500,东新营业班
2015-04-05,="0147900426",58000(E290),="4201",计量:2774243,5,-0.15,3.9,7.8,-1.2,5.55,2.7,-1.35,-0.45,-3.6,-9.3,6.9,5.1,6.15,14.7,13.05,8.85,8.4,9.9,6.6,1.2,1.2,-5.4,1.8,-8.1,1250,高供高计,1500,东新营业班
2015-04-06,="0147900426",58000(E290),="4201",计量:2774243,1,58.5,56.4,50.55,52.5,54.15,49.05,52.95,51.9,59.4,50.1,62.1,65.4,66.75,77.4,67.65,64.2,65.1,65.25,69.15,60.75,64.35,67.8,58.65,54,1250,高供高计,1500,东新营业班
2015-04-06,="0147900426",58000(E290),="4201",计量:2774243,5,-6.3,-4.05,-10.35,-4.8,-3.6,-0.15,-4.95,-6.3,-2.4,0,2.7,7.2,5.1,5.7,7.95,13.65,5.55,7.05,10.05,0,-1.5,-1.2,-5.55,-7.65,1250,高供高计,1500,东新营业班
2015-04-07,="0147900426",58000(E290),="4201",计量:2774243,1,61.65,53.4,54.3,55.65,55.05,52.2,50.85,55.8,79.95,342.45,329.55,353.7,360.15,328.2,342,348,343.95,340.65,171.3,131.85,110.7,93,82.35,82.35,1250,高供高计,1500,东新营业班
2015-04-07,="0147900426",58000(E290),="4201",计量:2774243,5,-1.05,-7.65,-8.55,-5.1,-5.25,-4.2,-5.85,-4.65,10.05,147.3,141.15,151.2,164.55,129.45,154.2,142.35,133.8,164.1,63.6,38.85,21,6.45,-4.05,-4.5,1250,高供高计,1500,东新营业班
2015-04-08,="0147900426",58000(E290),="4201",计量:2774243,1,85.95,89.1,90.3,86.25,86.7,82.05,82.2,82.5,99,321.15,375.3,327.15,296.55,245.1,282.45,294.45,339,305.85,159.3,160.65,111.3,105.9,95.55,94.2,1250,高供高计,1500,东新营业班
2015-04-08,="0147900426",58000(E290),="4201",计量:2774243,5,-2.85,-1.8,-1.2,0.6,4.35,2.7,-1.5,2.25,6.75,125.25,161.4,130.95,120.3,84.45,105.75,102,155.85,135.75,55.5,64.8,21.75,14.7,9.3,7.65,1250,高供高计,1500,东新营业班
2015-04-09,="0147900426",58000(E290),="4201",计量:2774243,1,91.35,90.3,84.3,83.55,83.55,82.65,83.25,88.65,114.15,299.4,353.4,300.15,305.1,291,338.85,317.1,321,294.6,207.45,189.45,123.3,87.6,93.45,72.9,1250,高供高计,1500,东新营业班
2015-04-09,="0147900426",58000(E290),="4201",计量:2774243,5,8.4,3.45,1.5,1.8,2.55,3.15,0.3,1.2,6.75,126.3,144.75,131.25,127.05,103.2,143.55,130.95,117.15,122.85,111.9,89.1,25.95,1.35,4.05,-4.35,1250,高供高计,1500,东新营业班
2015-04-10,="0147900426",58000(E290),="4201",计量:2774243,1,78,78.75,77.55,76.8,93.75,74.4,83.4,104.55,103.5,269.55,322.65,316.05,292.2,227.1,286.35,312.15,329.85,276.3,168,124.05,117.75,105.75,99.45,92.25,1250,高供高计,1500,东新营业班
2015-04-10,="0147900426",58000(E290),="4201",计量:2774243,5,-4.2,-5.7,-0.3,-5.1,-1.2,-4.65,0.75,11.25,3.75,111.3,120.9,126,106.2,78.9,112.05,135.15,148.65,125.85,67.95,30,28.65,22.35,19.05,14.25,1250,高供高计,1500,东新营业班
2015-04-11,="0147900426",58000(E290),="4201",计量:2774243,1,100.35,101.25,96.75,81.6,91.05,87.45,92.85,96.6,108.9,251.85,271.65,269.1,252.15,209.7,261.75,288.75,291.75,183.45,100.8,93.15,89.25,88.65,82.65,79.05,1250,高供高计,1500,东新营业班
2015-04-11,="0147900426",58000(E290),="4201",计量:2774243,5,29.85,28.65,10.95,-1.05,7.2,5.1,6.3,18.3,21.9,103.8,105,97.2,97.8,78.6,113.7,123.3,145.05,70.65,13.8,1.95,3.75,1.05,7.5,6.75,1250,高供高计,1500,东新营业班
2015-04-12,="0147900426",58000(E290),="4201",计量:2774243,1,76.2,88.2,73.8,71.85,68.1,70.05,64.35,64.2,71.85,85.35,88.95,83.4,100.2,103.5,85.2,83.7,84.15,81.15,71.85,67.65,64.95,60.3,58.95,60.3,1250,高供高计,1500,东新营业班
2015-04-12,="0147900426",58000(E290),="4201",计量:2774243,5,9.3,14.7,7.35,7.2,7.05,7.65,3.9,4.2,4.65,10.95,-0.6,-1.5,7.35,6.75,3,4.8,1.5,5.4,1.05,-0.9,-7.35,-9.9,-9.6,-9.15,1250,高供高计,1500,东新营业班
2015-04-13,="0147900426",58000(E290),="4201",计量:2774243,1,62.4,62.7,70.5,69.3,64.2,62.25,77.25,65.7,80.4,202.65,214.35,238.5,249.45,206.25,232.5,270.3,252.3,241.35,132.9,126.45,110.55,73.8,78.75,88.8,1250,高供高计,1500,东新营业班
2015-04-13,="0147900426",58000(E290),="4201",计量:2774243,5,-9.6,-9.9,-1.5,0.75,-8.55,-9.15,-1.8,-11.4,0.45,69.75,63.3,89.1,100.8,67.05,91.95,105.6,96.15,109.95,42.6,36.9,19.2,-4.8,-2.85,13.8,1250,高供高计,1500,东新营业班
2015-04-14,="0147900426",58000(E290),="4201",计量:2774243,1,99.45,84.75,82.5,82.95,69,70.8,82.5,71.7,81.75,225.6,307.35,309.9,250.65,220.8,261.75,318.6,306.3,275.4,149.7,155.85,129.75,86.1,81.75,73.35,1250,高供高计,1500,东新营业班
2015-04-14,="0147900426",58000(E290),="4201",计量:2774243,5,24.9,15.3,21,12.15,0,7.8,1.65,10.35,15,57.9,121.5,128.85,103.05,84,97.8,136.35,133.95,115.05,48,52.5,30.15,-0.9,7.95,-3.9,1250,高供高计,1500,东新营业班
2015-04-15,="0147900426",58000(E290),="4201",计量:2774243,1,78.6,69,73.05,67.35,67.05,68.1,75.3,70.8,87.15,254.7,329.4,292.2,257.55,235.5,334.5,296.1,285.3,239.4,140.7,102.15,120.3,97.05,93.9,95.55,1250,高供高计,1500,东新营业班
2015-04-15,="0147900426",58000(E290),="4201",计量:2774243,5,-3.15,-10.65,-4.35,-10.5,-10.2,-8.4,3.15,-11.85,1.65,98.55,158.7,142.95,120.15,104.25,147.9,130.65,116.1,111.6,43.95,4.2,13.8,13.5,5.7,14.7,1250,高供高计,1500,东新营业班
2015-04-16,="0147900426",58000(E290),="4201",计量:2774243,1,93.75,76.95,79.2,73.05,84.45,100.35,78.3,83.85,94.95,245.4,310.8,358.05,301.65,251.25,342.15,361.8,288.6,278.1,168.6,166.8,105.3,82.5,86.7,79.05,1250,高供高计,1500,东新营业班
2015-04-16,="0147900426",58000(E290),="4201",计量:2774243,5,9.75,-7.5,-4.8,-9.6,7.05,11.1,-0.9,-0.15,-9.75,73.95,120,138.3,127.35,100.2,137.4,142.95,112.5,115.8,44.25,64.5,15.3,-9.75,-10.95,-9.45,1250,高供高计,1500,东新营业班
2015-04-17,="0147900426",58000(E290),="4201",计量:2774243,1,79.8,81.6,84.9,72.9,73.65,81.6,79.95,78.9,87.75,231,313.5,309.6,260.7,215.1,281.1,423,323.55,287.7,144.75,105.15,96.6,93.6,88.65,81.9,1250,高供高计,1500,东新营业班
2015-04-17,="0147900426",58000(E290),="4201",计量:2774243,5,-6.45,-6.15,-5.85,-13.65,-13.2,-6.45,-7.35,-7.95,-7.95,83.7,128.7,121.95,104.4,76.8,106.2,196.05,133.65,130.35,39.9,18,15.75,5.55,11.85,11.55,1250,高供高计,1500,东新营业班
2015-04-18,="0147900426",58000(E290),="4201",计量:2774243,1,74.25,70.35,70.05,68.1,75,72.6,65.85,63.45,71.4,89.85,135,136.8,126.15,128.55,117.75,119.55,94.2,100.2,79.05,83.1,77.85,69.45,79.95,82.05,1250,高供高计,1500,东新营业班
2015-04-18,="0147900426",58000(E290),="4201",计量:2774243,5,5.7,0.15,0.6,3.9,7.05,7.65,0.15,0,5.4,6.15,26.7,20.25,6.75,14.55,15.45,19.2,20.4,22.35,15.6,6,0.3,-2.7,4.35,8.4,1250,高供高计,1500,东新营业班
2015-04-19,="0147900426",58000(E290),="4201",计量:2774243,1,82.8,74.4,83.1,77.25,72,75.75,76.2,74.1,80.1,96.75,92.55,82.95,79.8,79.05,71.7,69,71.85,76.5,70.8,74.85,76.05,67.95,69.3,62.25,1250,高供高计,1500,东新营业班
2015-04-19,="0147900426",58000(E290),="4201",计量:2774243,5,11.1,4.95,11.4,5.4,4.65,1.95,-1.65,-1.8,-12.75,2.7,-9.3,-7.5,-11.7,-12.45,4.8,4.5,4.2,4.35,4.65,5.1,5.4,-3.45,-4.2,-5.25,1250,高供高计,1500,东新营业班
2015-04-20,="0147900426",58000(E290),="4201",计量:2774243,1,63.6,58.05,66,64.95,58.95,65.4,63,59.85,78.6,269.85,308.7,321.75,257.55,252.15,295.8,294.6,270.9,228,125.55,108.6,97.05,79.2,84.75,72.3,1250,高供高计,1500,东新营业班
2015-04-20,="0147900426",58000(E290),="4201",计量:2774243,5,-4.8,-6,-4.8,-4.95,-6,-4.65,-4.95,3.15,-4.05,99.3,122.85,122.85,115.8,101.4,114,115.35,113.4,94.95,36,17.25,16.2,4.65,2.7,-8.85,1250,高供高计,1500,东新营业班
2015-04-21,="0147900426",58000(E290),="4201",计量:2774243,1,84.9,87.9,80.55,64.35,69.9,66.45,64.2,72.45,102.6,237.15,282.9,290.1,262.65,213,276.15,305.7,280.05,238.2,131.4,127.95,120.3,105.6,98.85,100.5,1250,高供高计,1500,东新营业班
2015-04-21,="0147900426",58000(E290),="4201",计量:2774243,5,3.6,-3.15,1.65,0.75,-9.15,-11.4,-6,-9.3,11.4,86.7,112.5,113.7,117.15,86.25,113.1,114.6,112.2,88.65,31.5,29.25,28.65,13.95,16.35,24,1250,高供高计,1500,东新营业班
2015-04-22,="0147900426",58000(E290),="4201",计量:2774243,1,79.8,72.75,76.2,66.9,66.6,67.2,64.05,81.3,92.4,283.2,277.95,315.15,254.7,215.55,317.1,346.65,288.15,270.9,141.45,142.65,121.5,91.5,100.35,74.7,1250,高供高计,1500,东新营业班
2015-04-22,="0147900426",58000(E290),="4201",计量:2774243,5,1.05,-7.8,-6,-3.9,-3.9,1.95,-5.85,6.75,9,104.7,97.05,123.3,97.2,79.35,122.25,151.2,129.15,115.35,38.7,37.65,23.4,5.1,6.45,0.3,1250,高供高计,1500,东新营业班
2015-04-23,="0147900426",58000(E290),="4201",计量:2774243,1,79.95,79.95,82.8,78,85.35,83.7,80.4,86.85,74.25,241.05,355.35,388.95,297.6,257.7,309.6,336.6,317.4,274.8,157.65,145.5,99.45,98.55,84.45,100.05,1250,高供高计,1500,东新营业班
2015-04-23,="0147900426",58000(E290),="4201",计量:2774243,5,-7.95,-6.15,-2.25,-6.3,-0.9,0.75,4.35,6,7.65,86.85,155.4,183.15,165.75,119.7,131.7,142.2,128.25,120.45,49.65,38.1,10.5,16.5,9.75,27.6,1250,高供高计,1500,东新营业班
2015-04-24,="0147900426",58000(E290),="4201",计量:2774243,1,84.6,89.55,79.05,84,77.4,87.15,83.55,85.65,98.25,217.8,249.15,264.15,263.1,214.2,255.3,274.5,287.4,258,162.45,173.25,92.85,89.7,72.3,72.15,1250,高供高计,1500,东新营业班
2015-04-24,="0147900426",58000(E290),="4201",计量:2774243,5,13.35,17.7,12.45,16.65,15.15,9.9,21.9,12.45,26.1,72.6,89.7,124.2,127.2,91.2,107.4,125.4,126.6,123.15,69.45,92.4,8.25,1.8,8.85,3.6,1250,高供高计,1500,东新营业班
2015-04-25,="0147900426",58000(E290),="4201",计量:2774243,1,89.4,90.6,87.15,95.7,78.15,91.65,75.45,90.75,100.05,261.3,295.65,341.4,279.15,228.15,305.55,321.75,309.9,187.65,102.6,75.9,78.15,76.5,67.65,67.2,1250,高供高计,1500,东新营业班
2015-04-25,="0147900426",58000(E290),="4201",计量:2774243,5,17.4,18.3,11.25,23.55,2.85,20.25,-4.65,8.55,23.4,107.7,121.8,156.6,138.45,104.4,146.55,132.3,135.15,70.8,10.65,0.15,9.6,12,3,5.55,1250,高供高计,1500,东新营业班
2015-04-26,="0147900426",58000(E290),="4201",计量:2774243,1,74.4,78.15,64.65,57.45,64.2,73.2,77.55,70.2,66.3,77.7,73.95,84.3,98.25,102.75,94.65,94.05,81.75,76.8,73.65,77.4,85.35,75.6,72.9,72.45,1250,高供高计,1500,东新营业班
2015-04-26,="0147900426",58000(E290),="4201",计量:2774243,5,3.9,9.9,-0.3,-0.9,-0.15,9.9,9.6,5.4,3.75,5.85,4.2,9.3,26.25,23.4,16.35,20.85,10.05,6.3,10.5,9.75,17.55,11.7,15,4.8,1250,高供高计,1500,东新营业班
2015-04-27,="0147900426",58000(E290),="4201",计量:2774243,1,67.2,78.75,75.75,64.2,72,68.1,63.3,73.2,87.6,373.2,405.75,465.45,278.85,266.4,317.7,324.6,312,293.25,168.3,136.5,143.4,108,96.6,98.7,1250,高供高计,1500,东新营业班
2015-04-27,="0147900426",58000(E290),="4201",计量:2774243,5,7.2,15,11.55,6.15,5.85,-2.55,6.15,7.65,19.05,185.7,197.25,226.65,105.9,108.15,136.95,136.5,116.85,128.55,63.75,45.3,34.35,15.75,7.05,1.95,1250,高供高计,1500,东新营业班
2015-04-28,="0147900426",58000(E290),="4201",计量:2774243,1,106.05,95.1,92.4,99.6,94.35,91.8,92.1,91.95,105.6,351.15,421.35,422.85,363,308.1,383.7,392.85,382.95,386.55,196.2,144.3,128.1,110.25,99.75,104.4,1250,高供高计,1500,东新营业班
2015-04-28,="0147900426",58000(E290),="4201",计量:2774243,5,15,10.95,5.7,11.4,5.1,6,7.95,5.1,9.3,178.65,197.1,176.4,156.15,132.45,163.5,173.7,158.4,176.1,76.65,50.25,33.45,23.25,13.05,18,1250,高供高计,1500,东新营业班
2015-04-29,="0147900426",58000(E290),="4201",计量:2774243,1,108.3,118.35,103.8,94.35,82.8,86.25,92.25,92.25,94.8,322.05,363.75,348.15,344.55,324.45,426.15,468.15,399.6,365.25,190.05,152.55,136.95,115.95,93.45,121.8,1250,高供高计,1500,东新营业班
2015-04-29,="0147900426",58000(E290),="4201",计量:2774243,5,22.5,24.9,22.65,14.55,6.6,10.65,13.95,12,10.05,132.15,164.7,165.15,164.85,147.45,190.65,220.35,173.1,178.2,81.3,48.6,43.95,28.65,2.1,16.2,1250,高供高计,1500,东新营业班
2015-04-30,="0147900426",58000(E290),="4201",计量:2774243,1,105.9,98.85,93.6,109.65,87.15,100.2,93,98.85,100.2,346.8,402,390.6,386.1,350.85,413.55,434.1,431.1,408.6,146.25,121.2,96.9,87.45,79.35,79.95,1250,高供高计,1500,东新营业班
2015-04-30,="0147900426",58000(E290),="4201",计量:2774243,5,14.85,7.2,7.05,5.25,5.4,15.6,6.75,13.2,5.7,148.65,188.7,180.9,192.45,174.6,194.85,195.75,191.85,208.05,48.15,32.7,30.9,23.7,12.6,10.2,1250,高供高计,1500,东新营业班
2015-05-01,="0147900426",58000(E290),="4201",计量:2774243,1,78,73.95,77.7,72.45,66.15,68.25,72.75,64.95,71.1,79.8,82.65,76.65,71.7,67.2,74.25,76.8,85.35,77.4,70.65,,70.65,76.65,69,69.9,1250,高供高计,1500,东新营业班
2015-05-01,="0147900426",58000(E290),="4201",计量:2774243,5,3.75,12.6,1.8,4.05,-5.25,4.2,9.75,4.95,10.8,11.55,8.1,7.8,7.95,10.95,7.65,13.95,15.75,15.6,6.75,4.8,11.4,14.7,6,5.55,1250,高供高计,1500,东新营业班
2015-05-02,="0147900426",58000(E290),="4201",计量:2774243,1,64.95,65.55,63.75,67.35,73.5,75.75,66.45,59.85,57.6,54.15,66.75,71.85,75.9,73.95,62.25,65.25,69.45,73.5,77.25,74.1,64.5,64.8,63.3,69.3,1250,高供高计,1500,东新营业班
2015-05-02,="0147900426",58000(E290),="4201",计量:2774243,5,4.65,5.25,5.4,5.55,13.65,14.1,6.9,-1.35,7.35,-4.65,2.4,12.75,14.7,13.65,7.35,-0.15,6,4.2,10.5,10.5,3.9,3.45,4.95,18.3,1250,高供高计,1500,东新营业班
2015-05-03,="0147900426",58000(E290),="4201",计量:2774243,1,73.8,62.7,66.6,69,66.15,63.3,68.1,63.15,64.35,62.55,55.2,70.35,72.45,79.2,78.3,80.85,80.55,73.8,60.75,61.35,71.1,81.45,72.15,69.45,1250,高供高计,1500,东新营业班
2015-05-03,="0147900426",58000(E290),="4201",计量:2774243,5,13.05,4.35,-2.55,3.9,-1.8,1.65,9.3,4.35,5.1,14.1,7.5,8.7,10.95,16.95,9,14.1,18.75,11.1,1.2,2.55,8.7,15.75,6.9,6,1250,高供高计,1500,东新营业班
2015-05-04,="0147900426",58000(E290),="4201",计量:2774243,1,66.6,64.8,62.55,67.35,66.75,64.35,63,66.15,77.25,325.05,310.95,330.75,264.6,244.05,351.9,365.55,328.35,304.95,168.75,128.4,90.45,97.2,82.05,72.75,1250,高供高计,1500,东新营业班
2015-05-04,="0147900426",58000(E290),="4201",计量:2774243,5,2.7,4.35,2.4,6,2.4,-0.3,-0.45,1.95,3.6,164.4,153.45,165,127.95,122.4,173.7,181.95,164.55,162.45,79.8,40.2,21.9,16.2,12.75,6,1250,高供高计,1500,东新营业班
2015-05-05,="0147900426",58000(E290),="4201",计量:2774243,1,69.9,72.45,71.55,83.85,82.65,78.45,65.7,68.55,80.55,324.3,349.65,349.65,354.45,274.35,355.2,309.3,328.65,311.1,150.9,134.25,96.15,91.65,90.6,92.55,1250,高供高计,1500,东新营业班
2015-05-05,="0147900426",58000(E290),="4201",计量:2774243,5,4.2,4.05,5.55,4.8,16.2,-0.15,1.05,0.45,-4.2,154.05,163.8,172.05,187.95,131.7,169.5,132,154.2,154.35,54,49.35,13.35,9.15,6.45,8.25,1250,高供高计,1500,东新营业班
2015-05-06,="0147900426",58000(E290),="4201",计量:2774243,1,94.35,86.4,91.95,82.8,92.1,92.55,98.1,93.45,94.5,338.55,318.6,411.9,348.75,293.7,397.8,375.6,405.75,365.7,177.45,154.5,144,,,,1250,高供高计,1500,东新营业班
2015-05-06,="0147900426",58000(E290),="4201",计量:2774243,5,8.7,-0.3,6.15,0,9.15,11.7,24.3,15.75,11.4,150,152.7,201.6,175.95,134.85,196.5,167.1,188.4,171.3,74.25,60.45,50.55,,,,1250,高供高计,1500,东新营业班
2015-05-07,="0147900426",58000(E290),="4201",计量:2774243,1,108.6,100.5,115.35,104.25,91.2,91.35,102.6,95.85,124.35,386.1,391.8,394.5,358.95,372.15,451.35,417.75,431.4,391.05,155.1,141.6,111.45,96,86.7,95.55,1250,高供高计,1500,东新营业班
2015-05-07,="0147900426",58000(E290),="4201",计量:2774243,5,26.4,19.65,26.7,21.75,13.05,11.85,20.4,18.15,29.1,185.85,186,179.7,174.45,183.9,215.85,199.05,207.3,199.65,40.65,31.35,13.5,-2.7,-2.1,7.2,1250,高供高计,1500,东新营业班
2015-05-08,="0147900426",58000(E290),="4201",计量:2774243,1,94.95,79.2,77.85,71.85,90.15,87.6,81,91.2,100.2,325.95,341.55,312.6,258,257.7,313.95,322.65,307.2,313.8,151.2,124.2,103.8,101.7,92.7,72.6,1250,高供高计,1500,东新营业班
2015-05-08,="0147900426",58000(E290),="4201",计量:2774243,5,6.9,-7.8,-10.8,-14.7,6.45,0.15,-5.7,5.55,13.65,146.1,174.3,146.85,130.2,124.5,167.1,154.95,154.5,159.9,62.25,34.8,12.45,15.75,12.3,0.9,1250,高供高计,1500,东新营业班
2015-05-09,="0147900426",58000(E290),="4201",计量:2774243,1,68.55,81.15,82.2,73.65,80.55,68.4,68.7,78.6,105,295.95,323.25,314.1,310.95,271.5,336.6,315.75,340.35,216.15,175.35,159.45,99,82.95,68.55,68.25,1250,高供高计,1500,东新营业班
